id,value
0,
0.1,1000
0.2,1000
0.3,
0.3.43,1000
0.3.45,1000
0.4,1000
0.5,1000
0.6,
0.6.39,
0.6.39.55,1000
0.6.39.56,1000
0.6.40,1000
0.7,1000
0.8,
0.8.64,1000
0.8.65,1000
0.9,1000
0.10,1000
0.11,1000
0.14,
0.14.74,1000
0.14.75,1000
0.15,
0.15.48,
0.15.48.82,1000
0.15.48.83,1000
0.15.49,1000
0.16,
0.16.33,
0.16.33.44,
0.16.33.44.85,1000
0.16.33.44.86,1000
0.16.33.46,1000
0.16.34,1000
0.17,
0.17.52,1000
0.17.53,1000
0.18,
0.18.50,1000
0.18.51,1000
0.20,1000
0.21,1000
0.22,1000
0.23,1000
0.24,1000
0.25,1000
0.26,1000
0.27,1000
0.28,
0.28.91,1000
0.28.92,1000
0.29,1000
0.30,1000
0.61,1000
0.63,1000
