id,value
0,
0.1,1000
0.2,
0.2.44,
0.2.44.58,1000
0.2.44.59,1000
0.2.45,1000
0.46,1000
0.85,1000
0.87,1000
0.103,
0.103.121,1000
0.103.122,
0.2.44.59.114,1000
0.2.44.59.115,1000
0.144,
0.144.148,
0.144.148.165,1000
0.144.148.166,1000
0.144.149,
0.144.148.166.167,
0.144.148.166.167.170,
0.144.148.166.167.170.211,1000
0.144.148.166.167.170.212,1000
0.144.148.166.167.171,1000
0.144.148.166.168,1000
0.172,
0.172.178,1000
0.172.179,1000
0.181,
0.181.231,1000
0.181.232,1000
0.228,1000
0.253,1000
0.270,1000
0.272,1000
0.284,
0.284.326,1000
0.284.327,1000
0.290,1000
0.292,
0.292.344,1000
0.292.345,1000
0.301,1000
0.303,
0.303.391,1000
0.303.392,1000
0.341,
0.341.380,1000
0.341.381,1000
0.370,
0.370.429,
0.370.429.496,1000
0.370.429.497,1000
0.370.430,1000
0.377,1000
0.379,1000
0.396,
0.396.427,1000
0.396.428,1000
0.398,1000
0.402,1000
0.449,
0.449.457,1000
0.449.458,1000
0.468,1000
0.481,1000
0.485,
0.485.609,
0.485.609.628,1000
0.485.609.629,1000
0.485.610,1000
0.494,
0.494.500,
0.494.500.513,1000
0.494.500.514,1000
0.494.501,1000
0.498,1000
0.499,1000
0.502,1000
0.503,
0.503.529,1000
0.503.530,1000
0.504,
0.504.517,
0.504.517.520,1000
0.504.517.521,1000
0.504.518,1000
0.505,1000
0.515,1000
0.516,1000
0.525,
0.525.558,
0.525.558.578,
0.525.558.578.588,1000
0.525.558.578.589,1000
0.525.558.579,1000
0.525.559,
0.503.530.532,
0.503.530.532.537,1000
0.503.530.532.538,1000
0.503.530.533,1000
0.534,
0.534.576,1000
0.534.577,1000
0.543,1000
0.544,1000
0.545,1000
0.547,1000
0.548,1000
0.556,1000
0.583,
0.583.598,1000
0.583.599,1000
0.590,
0.525.558.578.589.593,1000
0.525.558.578.589.594,1000
0.596,1000
0.597,
0.597.658,1000
0.597.659,
0.525.558.578.589.594.604,1000
0.525.558.578.589.594.605,1000
0.608,
0.608.788,1000
0.608.789,1000
0.611,
0.611.614,
0.611.614.637,1000
0.611.614.638,1000
0.611.615,1000
0.612,1000
0.613,1000
0.616,1000
0.625,1000
0.627,1000
0.631,1000
0.632,1000
0.633,
0.494.500.514.642,
0.494.500.514.642.702,
0.494.500.514.642.702.784,
0.494.500.514.642.702.784.792,1000
0.494.500.514.642.702.784.793,1000
0.494.500.514.642.702.785,1000
0.494.500.514.642.703,1000
0.494.500.514.643,1000
0.650,
0.611.614.638.666,1000
0.671,1000
0.673,1000
0.674,
0.674.695,1000
0.674.696,1000
0.676,1000
0.677,
0.485.609.629.678,
0.485.609.629.678.684,
0.485.609.629.678.684.742,1000
0.485.609.629.678.684.743,1000
0.485.609.629.678.685,1000
0.485.609.629.679,1000
0.687,
0.687.737,1000
0.687.738,1000
0.688,
0.688.717,1000
0.694,
0.674.696.698,1000
0.674.696.699,1000
0.704,1000
0.705,
0.705.710,
0.705.710.712,
0.705.710.712.754,
0.705.710.712.754.765,1000
0.705.710.712.754.766,1000
0.705.710.712.756,1000
0.705.710.713,1000
0.705.711,1000
0.706,
0.706.800,1000
0.706.801,1000
0.708,1000
0.709,1000
0.715,
0.715.794,1000
0.715.795,1000
0.716,1000
0.723,
0.723.729,1000
0.725,1000
0.727,1000
0.730,1000
0.731,1000
0.750,
0.750.767,1000
0.750.768,1000
0.751,
0.751.753,1000
0.751.755,
0.687.738.763,1000
0.687.738.764,
0.705.710.712.754.766.774,1000
0.705.710.712.754.766.775,1000
0.776,
0.776.796,1000
0.776.797,1000
0.778,
0.705.710.713.780,
0.705.710.713.780.857,1000
0.705.710.713.780.858,1000
0.705.710.713.782,1000
0.786,
0.705.710.713.782.790,1000
0.705.710.713.782.791,1000
0.776.797.798,1000
0.776.797.799,1000
0.802,1000
0.803,
0.776.797.799.805,1000
0.776.797.799.806,1000
0.808,
0.715.795.814,1000
0.715.795.815,
0.715.795.815.836,1000
0.715.795.815.837,
0.715.795.815.837.916,1000
0.715.795.815.837.917,
0.494.500.514.642.702.784.793.816,1000
0.494.500.514.642.702.784.793.817,1000
0.705.710.712.754.766.775.818,1000
0.705.710.712.754.766.775.819,1000
0.824,
0.824.834,1000
0.824.835,1000
0.833,
0.833.850,1000
0.833.851,1000
0.839,1000
0.842,1000
0.843,
0.843.873,1000
0.843.874,1000
0.844,
0.844.910,1000
0.844.911,1000
0.855,
0.705.710.713.780.858.860,1000
0.705.710.713.780.858.861,1000
0.862,
0.862.880,
0.862.880.884,1000
0.862.880.885,1000
0.862.881,1000
0.866,1000
0.869,
0.869.920,1000
0.869.921,1000
0.872,1000
0.875,1000
0.876,1000
0.877,
0.494.500.514.642.703.878,1000
0.494.500.514.642.703.879,1000
0.892,1000
0.896,1000
0.900,
0.494.500.514.642.703.879.902,1000
0.494.500.514.642.703.879.903,1000
0.905,1000
0.906,
0.906.907,1000
0.906.908,1000
0.909,1000
0.915,
0.705.710.713.780.858.861.924,1000
0.705.710.713.780.858.861.925,1000
0.706.801.926,1000
0.706.801.927,
0.705.710.713.780.858.861.925.928,1000
0.705.710.713.780.858.861.925.929,1000
0.1016,1000
0.1017,1000
0.1018,1000
0.1019,1000
0.1024,1000
0.1025,1000
0.1026,1000
0.1027,1000
0.1032,1000
0.1033,1000
0.1053,1000
0.1054,1000
0.1055,1000
