id,value
0,
0.1,
0.1.79,1000
0.1.80,1000
0.2,
0.2.71,1000
0.2.73,1000
0.3,1000
0.4,
0.4.61,1000
0.4.62,1000
0.5,
0.5.65,
0.5.65.156,1000
0.5.65.157,1000
0.5.66,1000
0.6,
0.6.31,
0.6.31.96,1000
0.6.31.97,1000
0.6.32,1000
0.7,
0.7.84,1000
0.7.85,1000
0.8,
0.8.43,
0.8.43.98,1000
0.8.43.99,1000
0.8.44,1000
0.9,
0.9.51,
0.9.51.130,1000
0.9.51.131,1000
0.9.52,1000
0.10,
0.10.53,
0.10.53.147,1000
0.10.53.148,1000
0.10.55,1000
0.11,
0.11.37,1000
0.11.38,1000
0.12,
0.12.45,
0.12.45.117,1000
0.12.45.119,1000
0.12.46,1000
0.13,
0.13.35,
0.13.35.100,1000
0.13.35.101,1000
0.13.36,1000
0.14,
0.14.39,
0.14.39.92,1000
0.14.39.93,1000
0.14.41,1000
0.15,
0.15.33,1000
0.15.34,1000
0.16,
0.16.40,
0.16.40.108,1000
0.16.40.111,1000
0.16.42,1000
0.17,
0.17.72,1000
0.17.74,1000
0.18,
0.18.88,1000
0.18.89,1000
0.19,
0.19.54,
0.19.54.128,1000
0.19.54.129,1000
0.19.56,1000
0.20,
0.20.57,
0.20.57.154,1000
0.20.57.155,1000
0.20.58,1000
0.21,1000
0.22,
0.22.86,1000
0.22.87,1000
0.23,
0.23.67,
0.23.67.163,1000
0.23.67.164,1000
0.23.68,1000
0.24,
0.24.75,1000
0.24.77,1000
0.25,
0.25.82,1000
0.25.83,1000
0.26,
0.26.49,
0.26.49.126,1000
0.26.49.127,1000
0.26.50,1000
0.27,
0.27.47,1000
0.27.48,1000
0.28,
0.28.59,1000
0.28.60,1000
0.29,
0.29.76,1000
0.29.78,1000
0.30,
0.30.69,1000
0.30.70,1000
0.63,1000
0.64,1000
0.81,
0.13.36.90,1000
0.13.36.91,1000
0.6.32.94,1000
0.6.32.95,1000
0.15.34.102,1000
0.15.34.103,1000
0.104,
0.8.44.105,1000
0.8.44.106,1000
0.11.38.107,1000
0.11.38.110,1000
0.16.42.109,1000
0.16.42.112,1000
0.113,1000
0.114,
0.12.46.115,1000
0.12.46.116,1000
0.14.41.118,1000
0.14.41.120,1000
0.121,1000
0.122,
0.27.48.123,1000
0.27.48.124,1000
0.125,1000
0.132,1000
0.133,1000
0.134,1000
0.136,1000
0.140,
0.140.167,1000
0.140.168,1000
0.143,1000
0.144,
0.144.158,1000
0.144.159,
0.20.58.145,1000
0.20.58.146,1000
0.149,
0.10.55.150,1000
0.10.55.151,1000
0.152,1000
0.153,1000
0.160,
0.23.68.161,1000
0.23.68.162,1000
0.165,1000
0.166,1000
0.169,
0.22.87.170,1000
0.22.87.171,1000
