id,value
0,
0.1,1000
0.2,
0.2.18,
0.2.18.46,1000
0.2.18.47,1000
0.2.19,1000
0.3,
0.3.37,
0.3.37.103,1000
0.3.37.105,1000
0.3.38,1000
0.4,
0.4.30,
0.4.30.77,1000
0.4.30.78,1000
0.4.31,1000
0.5,
0.5.34,
0.5.34.95,1000
0.5.34.96,1000
0.5.35,1000
0.6,
0.6.14,
0.6.14.48,
0.6.14.48.109,1000
0.6.14.48.110,1000
0.6.14.49,1000
0.6.15,1000
0.7,
0.7.20,
0.7.20.152,1000
0.7.20.154,1000
0.7.21,1000
0.8,
0.8.16,
0.8.16.56,
0.8.16.56.116,1000
0.8.16.56.118,1000
0.8.16.58,1000
0.8.17,1000
0.9,
0.9.22,
0.9.22.62,1000
0.9.22.63,1000
0.9.23,1000
0.10,
0.10.27,
0.10.27.72,1000
0.10.27.74,1000
0.10.28,1000
0.11,
0.11.42,
0.11.42.97,1000
0.11.42.98,1000
0.11.43,1000
0.12,1000
0.13,
0.13.24,
0.13.24.73,1000
0.13.24.75,1000
0.13.25,1000
0.26,1000
0.29,
0.29.89,1000
0.29.91,1000
0.32,1000
0.33,1000
0.36,1000
0.44,1000
0.45,
0.45.111,1000
0.45.112,1000
0.50,
0.50.101,1000
0.50.102,1000
0.51,
0.51.79,1000
0.51.80,
0.6.15.52,1000
0.6.15.53,1000
0.54,
0.2.19.55,
0.2.19.55.115,1000
0.2.19.55.117,1000
0.2.19.57,1000
0.59,
0.9.23.60,1000
0.9.23.61,1000
0.64,1000
0.65,
0.7.21.66,
0.7.21.66.149,1000
0.7.21.66.150,1000
0.7.21.67,
0.7.21.67.151,1000
0.7.21.67.153,1000
0.13.25.68,
0.13.25.68.156,1000
0.13.25.68.157,1000
0.13.25.69,1000
0.70,1000
0.71,1000
0.76,
0.76.132,1000
0.76.133,1000
0.81,1000
0.85,
0.4.31.86,1000
0.4.31.87,1000
0.88,1000
0.94,
0.3.38.99,1000
0.3.38.100,1000
0.11.43.104,1000
0.11.43.106,1000
0.107,1000
0.108,
0.2.18.47.113,1000
0.2.18.47.114,1000
0.120,
0.6.14.49.121,1000
0.6.14.49.122,1000
0.128,
0.8.16.58.129,1000
0.8.16.58.131,1000
0.2.19.57.134,1000
0.2.19.57.135,1000
0.137,
0.9.23.61.139,1000
0.9.23.61.140,1000
0.141,
0.9.22.63.144,1000
0.9.22.63.145,1000
0.146,
0.13.25.69.147,1000
0.13.25.69.148,1000
0.155,
0.13.24.75.158,1000
0.13.24.75.159,1000
