id,value
0,
0.1,
0.1.49,1000
0.1.50,1000
0.2,
0.2.29,1000
0.2.30,1000
0.3,1000
0.6,1000
0.14,1000
0.15,1000
0.16,1000
0.17,1000
0.24,
0.24.58,
0.24.58.108,1000
0.24.58.109,1000
0.24.59,1000
0.28,1000
0.31,1000
0.32,
0.2.30.33,1000
0.2.30.34,
0.2.30.34.35,
0.2.30.34.35.42,1000
0.2.30.34.35.43,1000
0.2.30.34.36,1000
0.37,1000
0.38,1000
0.39,1000
0.40,1000
0.41,1000
0.44,1000
0.45,
0.1.50.51,1000
0.1.50.52,
0.1.50.52.62,
0.1.50.52.62.117,1000
0.1.50.52.62.118,1000
0.1.50.52.63,
0.2.30.34.36.53,
0.2.30.34.36.53.85,1000
0.2.30.34.36.53.86,1000
0.2.30.34.36.54,1000
0.55,
0.55.60,1000
0.55.61,
0.55.61.72,1000
0.55.61.73,
0.2.30.34.35.43.56,
0.2.30.34.35.43.56.115,
0.2.30.34.35.43.56.115.251,
0.2.30.34.35.43.56.115.251.380,
0.2.30.34.35.43.56.115.251.380.587,1000
0.2.30.34.35.43.56.115.251.380.588,1000
0.2.30.34.35.43.56.115.251.381,1000
0.2.30.34.35.43.56.115.252,1000
0.2.30.34.35.43.56.116,1000
0.2.30.34.35.43.57,1000
0.64,
0.2.30.34.36.54.65,
0.2.30.34.36.54.65.105,1000
0.2.30.34.36.54.65.106,1000
0.2.30.34.36.54.66,1000
0.67,1000
0.68,1000
0.69,1000
0.70,1000
0.71,
0.2.30.34.36.54.66.75,
0.2.30.34.36.54.66.75.96,
0.2.30.34.36.54.66.75.96.247,
0.2.30.34.36.54.66.75.96.247.375,
0.2.30.34.36.54.66.75.96.247.375.603,
0.2.30.34.36.54.66.75.96.247.375.603.835,1000
0.2.30.34.36.54.66.75.96.247.375.603.837,1000
0.2.30.34.36.54.66.75.96.247.375.605,1000
0.2.30.34.36.54.66.75.96.247.376,1000
0.2.30.34.36.54.66.75.96.248,1000
0.2.30.34.36.54.66.75.97,1000
0.2.30.34.36.54.66.76,1000
0.83,1000
0.84,1000
0.87,1000
0.88,
0.88.113,
0.88.113.152,
0.88.113.152.161,1000
0.88.113.152.162,1000
0.88.113.153,1000
0.88.114,1000
0.98,1000
0.100,
0.100.101,1000
0.100.102,1000
0.110,1000
0.111,
0.111.112,
0.111.112.123,
0.111.112.123.237,
0.111.112.123.237.321,1000
0.111.112.123.237.322,1000
0.111.112.123.238,1000
0.111.112.124,
0.111.112.124.130,1000
0.111.112.124.131,1000
0.24.58.109.125,
0.24.58.109.125.186,1000
0.24.58.109.125.187,1000
0.24.58.109.126,1000
0.135,1000
0.139,
0.88.114.140,1000
0.88.114.141,1000
0.142,
0.2.30.34.35.43.56.116.147,
0.2.30.34.35.43.56.116.147.224,1000
0.2.30.34.35.43.56.116.147.225,1000
0.2.30.34.35.43.56.116.149,1000
0.154,1000
0.156,
0.88.113.153.157,1000
0.88.113.153.158,1000
0.159,1000
0.160,
0.88.114.141.163,
0.88.114.141.163.178,
0.88.114.141.163.178.215,
0.88.114.141.163.178.215.222,1000
0.88.114.141.163.178.215.223,1000
0.88.114.141.163.178.216,1000
0.88.114.141.163.179,1000
0.88.114.141.164,1000
0.166,1000
0.171,1000
0.172,
0.1.50.52.62.118.174,
0.1.50.52.62.118.174.192,
0.1.50.52.62.118.174.192.264,
0.1.50.52.62.118.174.192.264.335,1000
0.1.50.52.62.118.174.192.264.337,1000
0.1.50.52.62.118.174.192.265,1000
0.1.50.52.62.118.174.193,1000
0.1.50.52.62.118.175,1000
0.180,1000
0.188,
0.188.356,
0.188.356.359,1000
0.188.356.360,1000
0.188.358,
0.188.358.561,
0.188.358.561.812,
0.188.358.561.812.852,
0.188.358.561.812.852.860,
0.188.358.561.812.852.860.920,1000
0.188.358.561.812.852.860.921,1000
0.188.358.561.812.852.861,1000
0.188.358.561.812.853,1000
0.188.358.561.816,1000
0.188.358.564,
0.188.358.564.660,
0.188.358.564.660.692,1000
0.188.358.564.660.695,1000
0.188.358.564.661,
0.188.358.564.661.2334,1000
0.188.358.564.661.2343,
0.88.114.141.163.179.189,
0.88.114.141.163.179.189.201,
0.88.114.141.163.179.189.201.228,1000
0.88.114.141.163.179.189.201.229,1000
0.88.114.141.163.179.189.202,1000
0.88.114.141.163.179.190,1000
0.194,
0.88.113.153.158.195,
0.88.113.153.158.195.348,
0.88.113.153.158.195.348.395,
0.88.113.153.158.195.348.395.426,
0.88.113.153.158.195.348.395.426.482,
0.88.113.153.158.195.348.395.426.482.649,
0.88.113.153.158.195.348.395.426.482.649.653,
0.88.113.153.158.195.348.395.426.482.649.653.1122,
0.88.113.153.158.195.348.395.426.482.649.653.1122.1288,1000
0.88.113.153.158.195.348.395.426.482.649.653.1122.1289,1000
0.88.113.153.158.195.348.395.426.482.649.653.1124,1000
0.88.113.153.158.195.348.395.426.482.649.655,1000
0.88.113.153.158.195.348.395.426.482.651,1000
0.88.113.153.158.195.348.395.426.483,1000
0.88.113.153.158.195.348.395.427,1000
0.88.113.153.158.195.348.397,1000
0.88.113.153.158.195.349,1000
0.88.113.153.158.196,1000
0.88.113.152.162.197,
0.88.113.152.162.197.323,
0.88.113.152.162.197.323.327,
0.88.113.152.162.197.323.327.403,
0.88.113.152.162.197.323.327.403.597,1000
0.88.113.152.162.197.323.327.403.598,1000
0.88.113.152.162.197.323.327.404,1000
0.88.113.152.162.197.323.328,1000
0.88.113.152.162.197.325,1000
0.88.113.152.162.199,
0.1.50.52.62.118.175.198,
0.1.50.52.62.118.175.198.209,
0.1.50.52.62.118.175.198.209.212,1000
0.1.50.52.62.118.175.198.209.213,1000
0.1.50.52.62.118.175.198.210,1000
0.1.50.52.62.118.175.200,1000
0.203,
0.1.50.52.62.118.174.193.204,
0.1.50.52.62.118.174.193.204.344,
0.1.50.52.62.118.174.193.204.344.351,1000
0.1.50.52.62.118.174.193.204.344.352,1000
0.1.50.52.62.118.174.193.204.346,1000
0.1.50.52.62.118.174.193.205,1000
0.206,
0.206.230,
0.206.230.241,
0.206.230.241.262,1000
0.206.230.241.263,1000
0.206.230.242,1000
0.206.231,
0.206.231.239,1000
0.206.231.240,
0.24.58.109.125.187.207,1000
0.24.58.109.125.187.208,1000
0.214,
0.214.280,1000
0.214.281,
0.214.281.314,
0.214.281.314.318,
0.214.281.314.318.371,
0.214.281.314.318.371.428,
0.214.281.314.318.371.428.486,1000
0.214.281.314.318.371.428.487,1000
0.214.281.314.318.371.429,1000
0.214.281.314.318.372,1000
0.214.281.314.319,1000
0.214.281.315,
0.2.30.34.36.54.65.106.217,1000
0.2.30.34.36.54.65.106.218,
0.2.30.34.36.54.66.75.97.220,
0.2.30.34.36.54.66.75.97.220.254,
0.2.30.34.36.54.66.75.97.220.254.300,1000
0.2.30.34.36.54.66.75.97.220.254.301,1000
0.2.30.34.36.54.66.75.97.220.255,1000
0.2.30.34.36.54.66.75.97.221,1000
0.226,1000
0.227,
0.227.244,1000
0.227.245,
0.1.50.52.62.118.174.193.205.232,1000
0.1.50.52.62.118.174.193.205.233,
0.1.50.52.62.118.174.193.205.233.267,1000
0.1.50.52.62.118.174.193.205.233.268,1000
0.2.30.34.36.54.66.75.97.221.234,
0.2.30.34.36.54.66.75.97.221.234.276,1000
0.2.30.34.36.54.66.75.97.221.234.277,1000
0.2.30.34.36.54.66.75.97.221.235,1000
0.246,
0.2.30.34.36.54.66.75.96.248.249,1000
0.2.30.34.36.54.66.75.96.248.250,1000
0.253,
0.253.287,1000
0.253.288,1000
0.256,1000
0.257,
0.257.290,1000
0.257.291,
0.1.50.52.62.118.175.198.209.213.259,1000
0.1.50.52.62.118.175.198.209.213.260,1000
0.272,
0.272.282,
0.272.282.284,1000
0.272.282.285,1000
0.272.283,1000
0.286,
0.206.230.241.263.292,
0.206.230.241.263.292.296,
0.206.230.241.263.292.296.298,
0.206.230.241.263.292.296.298.305,
0.206.230.241.263.292.296.298.305.336,1000
0.206.230.241.263.292.296.298.305.338,1000
0.206.230.241.263.292.296.298.307,1000
0.206.230.241.263.292.296.299,1000
0.206.230.241.263.292.297,1000
0.206.230.241.263.293,1000
0.294,
0.2.30.34.36.54.66.75.97.220.254.301.302,
0.2.30.34.36.54.66.75.97.220.254.301.302.312,
0.2.30.34.36.54.66.75.97.220.254.301.302.312.385,
0.2.30.34.36.54.66.75.97.220.254.301.302.312.385.506,
0.2.30.34.36.54.66.75.97.220.254.301.302.312.385.506.537,1000
0.2.30.34.36.54.66.75.97.220.254.301.302.312.385.506.538,1000
0.2.30.34.36.54.66.75.97.220.254.301.302.312.385.507,1000
0.2.30.34.36.54.66.75.97.220.254.301.302.312.386,1000
0.2.30.34.36.54.66.75.97.220.254.301.302.313,1000
0.2.30.34.36.54.66.75.97.220.254.301.303,1000
0.304,
0.253.288.306,1000
0.253.288.308,
0.253.288.308.339,1000
0.253.288.308.340,
0.253.288.308.340.353,
0.253.288.308.340.353.355,
0.253.288.308.340.353.355.414,1000
0.253.288.308.340.353.355.415,1000
0.253.288.308.340.353.357,1000
0.253.288.308.340.354,1000
0.111.112.123.238.309,1000
0.111.112.123.238.310,
0.88.114.141.163.179.189.201.229.324,1000
0.88.114.141.163.179.189.201.229.326,
0.88.114.141.163.179.189.201.229.326.330,1000
0.88.114.141.163.179.189.201.229.326.331,1000
0.206.230.241.263.292.296.298.307.333,1000
0.206.230.241.263.292.296.298.307.334,
0.88.114.141.163.179.189.201.229.326.331.341,
0.88.114.141.163.179.189.201.229.326.331.341.367,
0.88.114.141.163.179.189.201.229.326.331.341.367.420,
0.88.114.141.163.179.189.201.229.326.331.341.367.420.464,
0.88.114.141.163.179.189.201.229.326.331.341.367.420.464.888,
0.88.114.141.163.179.189.201.229.326.331.341.367.420.464.888.998,1000
0.88.114.141.163.179.189.201.229.326.331.341.367.420.464.888.999,1000
0.88.114.141.163.179.189.201.229.326.331.341.367.420.464.892,1000
0.88.114.141.163.179.189.201.229.326.331.341.367.420.465,1000
0.88.114.141.163.179.189.201.229.326.331.341.367.421,1000
0.88.114.141.163.179.189.201.229.326.331.341.369,1000
0.88.114.141.163.179.189.201.229.326.331.342,
0.2.30.34.36.54.66.75.97.221.234.277.345,1000
0.2.30.34.36.54.66.75.97.221.234.277.347,1000
0.350,
0.253.288.308.340.353.357.361,
0.253.288.308.340.353.357.361.364,1000
0.253.288.308.340.353.357.361.365,1000
0.253.288.308.340.353.357.362,
0.253.288.308.340.353.357.362.430,
0.253.288.308.340.353.357.362.430.489,
0.253.288.308.340.353.357.362.430.489.516,
0.253.288.308.340.353.357.362.430.489.516.615,
0.253.288.308.340.353.357.362.430.489.516.615.638,1000
0.253.288.308.340.353.357.362.430.489.516.615.640,1000
0.253.288.308.340.353.357.362.430.489.516.616,1000
0.253.288.308.340.353.357.362.430.489.517,1000
0.253.288.308.340.353.357.362.430.492,1000
0.253.288.308.340.353.357.362.431,
0.1.50.52.62.118.174.193.204.344.352.366,
0.1.50.52.62.118.174.193.204.344.352.366.406,
0.1.50.52.62.118.174.193.204.344.352.366.406.437,1000
0.1.50.52.62.118.174.193.204.344.352.366.406.439,1000
0.1.50.52.62.118.174.193.204.344.352.366.407,1000
0.1.50.52.62.118.174.193.204.344.352.368,1000
0.253.288.308.340.353.357.361.365.373,
0.253.288.308.340.353.357.361.365.373.519,1000
0.253.288.308.340.353.357.361.365.373.520,1000
0.253.288.308.340.353.357.361.365.374,1000
0.377,
0.377.408,1000
0.377.409,
0.2.30.34.36.54.66.75.97.220.254.301.303.378,1000
0.2.30.34.36.54.66.75.97.220.254.301.303.379,1000
0.1.50.52.62.118.174.192.264.337.387,1000
0.1.50.52.62.118.174.192.264.337.388,
0.1.50.52.62.118.174.193.204.344.352.368.391,1000
0.214.281.314.318.372.392,
0.214.281.314.318.372.392.418,1000
0.214.281.314.318.372.392.419,1000
0.214.281.314.318.372.394,
0.1.50.52.62.118.174.193.204.344.352.368.393,
0.1.50.52.62.118.174.193.204.344.352.368.393.453,1000
0.1.50.52.62.118.174.193.204.344.352.368.393.456,
0.1.50.52.62.118.174.193.204.344.352.368.393.456.635,1000
0.1.50.52.62.118.174.193.204.344.352.368.393.456.637,1000
0.2.30.34.36.54.66.75.97.221.234.277.347.401,1000
0.2.30.34.36.54.66.75.97.221.234.277.347.402,
0.2.30.34.36.54.66.75.97.221.234.277.347.402.868,1000
0.2.30.34.36.54.66.75.97.221.234.277.347.402.870,1000
0.1.50.52.62.118.174.193.204.344.352.366.407.411,1000
0.1.50.52.62.118.174.193.204.344.352.366.407.412,1000
0.111.112.123.237.322.416,
0.111.112.123.237.322.416.424,1000
0.111.112.123.237.322.416.425,1000
0.111.112.123.237.322.417,
0.111.112.123.237.322.417.422,
0.111.112.123.237.322.417.422.513,1000
0.111.112.123.237.322.417.422.514,1000
0.111.112.123.237.322.417.423,1000
0.432,
0.1.50.52.62.118.174.193.204.344.352.368.391.434,1000
0.1.50.52.62.118.174.193.204.344.352.368.391.435,
0.1.50.52.62.118.174.193.204.344.352.368.391.435.584,1000
0.1.50.52.62.118.174.193.204.344.352.368.391.435.585,
0.1.50.52.62.118.174.193.204.344.352.368.391.435.585.685,1000
0.1.50.52.62.118.174.193.204.344.352.368.391.435.585.687,1000
0.88.114.141.163.179.189.201.229.326.331.341.367.421.438,1000
0.88.114.141.163.179.189.201.229.326.331.341.367.421.440,1000
0.441,
0.1.50.52.62.118.174.193.204.344.352.366.407.412.442,
0.1.50.52.62.118.174.193.204.344.352.366.407.412.442.473,1000
0.1.50.52.62.118.174.193.204.344.352.366.407.412.442.474,1000
0.1.50.52.62.118.174.193.204.344.352.366.407.412.443,1000
0.206.230.241.263.292.296.298.305.338.444,
0.206.230.241.263.292.296.298.305.338.444.466,
0.206.230.241.263.292.296.298.305.338.444.466.511,
