id,value
0,
0.1,1000
0.2,1000
0.3,1000
0.4,1000
0.5,1000
0.6,1000
0.7,
0.7.77,1000
0.7.78,1000
0.8,
0.8.20,1000
0.8.21,1000
0.9,1000
0.10,1000
0.11,1000
0.12,1000
0.13,1000
0.14,1000
0.25,1000
0.27,1000
0.28,1000
0.34,1000
0.35,1000
0.43,
0.43.64,1000
0.43.65,1000
0.45,1000
0.47,1000
0.48,1000
0.49,1000
0.50,1000
0.51,
0.8.21.58,
0.8.21.58.121,1000
0.8.21.58.122,1000
0.8.21.59,1000
0.60,1000
0.67,1000
0.76,1000
0.82,1000
0.83,1000
0.108,1000
0.118,1000
0.130,1000
0.131,
0.131.132,1000
0.131.133,1000
