id,value
0,
0.1,
0.1.94,1000
0.1.96,1000
0.2,
0.2.247,1000
0.2.250,1000
0.3,1000
0.4,
0.4.111,1000
0.4.113,1000
0.5,
0.5.321,
0.5.321.346,
0.5.321.346.815,
0.5.321.346.815.1549,1000
0.5.321.346.815.1550,1000
0.5.321.346.816,1000
0.5.321.347,1000
0.5.322,1000
0.6,
0.6.256,
0.6.256.869,
0.6.256.869.2768,1000
0.6.256.869.2769,1000
0.6.256.870,1000
0.6.257,1000
0.7,
0.7.196,1000
0.7.197,1000
0.8,1000
0.9,
0.9.162,
0.9.162.853,
0.9.162.853.2438,
0.9.162.853.2438.2911,1000
0.9.162.853.2438.2912,1000
0.9.162.853.2443,1000
0.9.162.854,1000
0.9.163,1000
0.10,
0.10.277,
0.10.277.727,1000
0.10.277.728,1000
0.10.278,1000
0.11,
0.11.306,
0.11.306.855,
0.11.306.855.883,
0.11.306.855.883.1732,
0.11.306.855.883.1732.2543,1000
0.11.306.855.883.1732.2544,1000
0.11.306.855.883.1733,1000
0.11.306.855.885,1000
0.11.306.856,1000
0.11.307,1000
0.12,
0.12.845,
0.12.845.1429,1000
0.12.845.1430,1000
0.12.849,1000
0.13,1000
0.14,
0.14.296,
0.14.296.1031,1000
0.14.296.1032,1000
0.14.297,1000
0.15,
0.15.95,
0.15.95.591,
0.15.95.591.1287,
0.15.95.591.1287.2225,
0.15.95.591.1287.2225.2439,1000
0.15.95.591.1287.2225.2444,1000
0.15.95.591.1287.2228,1000
0.15.95.591.1290,1000
0.15.95.592,1000
0.15.97,1000
0.16,
0.16.132,
0.16.132.391,1000
0.16.132.392,1000
0.16.133,1000
0.17,
0.17.184,
0.17.184.258,1000
0.17.184.259,1000
0.17.185,1000
0.18,
0.18.1327,
0.18.1327.2959,
0.18.1327.2959.3325,1000
0.18.1327.2959.3326,1000
0.18.1327.2960,1000
0.18.1330,1000
0.19,
0.19.148,
0.19.148.1935,
0.19.148.1935.3719,1000
0.19.148.1935.3720,1000
0.19.148.1936,1000
0.19.149,1000
0.20,
0.20.123,
0.20.123.765,
0.20.123.765.3777,1000
0.20.123.765.3785,1000
0.20.123.766,1000
0.20.124,1000
0.21,
0.21.284,
0.21.284.1519,1000
0.21.284.1521,1000
0.21.285,1000
0.22,
0.22.176,
0.22.176.2130,1000
0.22.176.2131,1000
0.22.177,1000
0.23,1000
0.24,
0.24.240,
0.24.240.393,
0.24.240.393.919,
0.24.240.393.919.1776,
0.24.240.393.919.1776.2042,
0.24.240.393.919.1776.2042.2342,
0.24.240.393.919.1776.2042.2342.3628,1000
0.24.240.393.919.1776.2042.2342.3630,1000
0.24.240.393.919.1776.2042.2343,1000
0.24.240.393.919.1776.2043,1000
0.24.240.393.919.1779,1000
0.24.240.393.920,1000
0.24.240.394,1000
0.24.241,1000
0.25,
0.25.154,
0.25.154.562,
0.25.154.562.1244,
0.25.154.562.1244.2226,1000
0.25.154.562.1244.2229,1000
0.25.154.562.1245,1000
0.25.154.563,1000
0.25.155,1000
0.26,
0.26.127,1000
0.26.128,1000
0.27,
0.27.739,
0.27.739.1402,
0.27.739.1402.2740,1000
0.27.739.1402.2741,1000
0.27.739.1404,1000
0.27.740,1000
0.28,
0.28.112,
0.28.112.694,
0.28.112.694.1810,1000
0.28.112.694.1812,1000
0.28.112.698,1000
0.28.114,1000
0.29,
0.29.732,
0.29.732.1734,
0.29.732.1734.1770,
0.29.732.1734.1770.2941,1000
0.29.732.1734.1770.2944,1000
0.29.732.1734.1771,1000
0.29.732.1735,1000
0.29.735,1000
0.30,
0.30.101,
0.30.101.705,
0.30.101.705.798,
0.30.101.705.798.1622,1000
0.30.101.705.798.1626,1000
0.30.101.705.799,1000
0.30.101.706,1000
0.30.102,1000
0.31,
0.31.769,
0.31.769.1791,
0.31.769.1791.3415,1000
0.31.769.1791.3420,1000
0.31.769.1792,1000
0.31.770,1000
0.32,
0.32.150,
0.32.150.733,1000
0.32.150.736,1000
0.32.151,1000
0.33,
0.33.438,
0.33.438.939,
0.33.438.939.1871,
0.33.438.939.1871.2173,
0.33.438.939.1871.2173.3061,1000
0.33.438.939.1871.2173.3062,1000
0.33.438.939.1871.2174,1000
0.33.438.939.1875,1000
0.33.438.941,1000
0.33.440,1000
0.34,
0.34.924,
0.34.924.1886,
0.34.924.1886.3401,1000
0.34.924.1886.3402,1000
0.34.924.1892,1000
0.34.927,1000
0.35,1000
0.36,
0.36.585,1000
0.36.586,1000
0.37,1000
0.38,
0.38.304,
0.38.304.846,
0.38.304.846.1777,
0.38.304.846.1777.3333,1000
0.38.304.846.1777.3334,1000
0.38.304.846.1780,1000
0.38.304.850,1000
0.38.305,1000
0.39,
0.39.313,
0.39.313.1203,
0.39.313.1203.3008,1000
0.39.313.1203.3012,1000
0.39.313.1204,1000
0.39.314,1000
0.40,
0.40.2371,1000
0.40.2377,1000
0.41,
0.41.71,
0.41.71.325,1000
0.41.71.326,1000
0.41.72,1000
0.42,
0.42.936,
0.42.936.1615,1000
0.42.936.1617,1000
0.42.937,1000
0.43,
0.43.209,
0.43.209.757,
0.43.209.757.1603,
0.43.209.757.1603.2942,1000
0.43.209.757.1603.2945,1000
0.43.209.757.1604,1000
0.43.209.758,1000
0.43.211,1000
0.44,1000
0.45,
0.45.104,1000
0.45.105,1000
0.46,
0.46.1474,
0.46.1474.3741,1000
0.46.1474.3749,1000
0.46.1475,1000
0.47,
0.47.91,
0.47.91.504,
0.47.91.504.537,
0.47.91.504.537.580,
0.47.91.504.537.580.969,1000
0.47.91.504.537.580.970,1000
0.47.91.504.537.583,1000
0.47.91.504.539,1000
0.47.91.505,1000
0.47.92,1000
0.48,
0.48.785,
0.48.785.1883,1000
0.48.785.1884,1000
0.48.788,1000
0.49,
0.49.76,
0.49.76.234,
0.49.76.234.859,
0.49.76.234.859.2971,1000
0.49.76.234.859.2972,1000
0.49.76.234.860,1000
0.49.76.235,1000
0.49.77,1000
0.51,
0.51.87,
0.51.87.535,
0.51.87.535.1066,
0.51.87.535.1066.2065,1000
0.51.87.535.1066.2066,1000
0.51.87.535.1067,1000
0.51.87.536,1000
0.51.88,1000
0.52,
0.52.173,
0.52.173.614,
0.52.173.614.786,
0.52.173.614.786.1853,
0.52.173.614.786.1853.3172,1000
0.52.173.614.786.1853.3173,1000
0.52.173.614.786.1854,1000
0.52.173.614.789,1000
0.52.173.615,1000
0.52.174,1000
0.53,
0.53.152,
0.53.152.486,
0.53.152.486.806,
0.53.152.486.806.1641,
0.53.152.486.806.1641.3649,1000
0.53.152.486.806.1641.3650,1000
0.53.152.486.806.1644,1000
0.53.152.486.807,1000
0.53.152.487,1000
0.53.153,1000
0.54,
0.54.551,
0.54.551.1467,
0.54.551.1467.2576,1000
0.54.551.1467.2577,1000
0.54.551.1468,1000
0.54.553,1000
0.55,
0.55.810,
0.55.810.2266,1000
0.55.810.2267,1000
0.55.811,1000
0.56,
0.56.215,1000
0.56.216,1000
0.57,
0.57.225,
0.57.225.280,1000
0.57.225.281,1000
0.57.226,1000
0.58,
0.58.315,1000
0.58.316,1000
0.59,
0.59.565,1000
0.59.568,1000
0.60,
0.60.566,
0.60.566.1284,
0.60.566.1284.1303,
0.60.566.1284.1303.1566,
0.60.566.1284.1303.1566.3175,1000
0.60.566.1284.1303.1566.3177,1000
0.60.566.1284.1303.1567,1000
0.60.566.1284.1304,1000
0.60.566.1285,1000
0.60.569,1000
0.61,
0.61.439,1000
0.61.441,1000
0.62,1000
0.63,1000
0.64,
0.64.229,1000
0.64.230,1000
0.66,
0.66.3168,
0.66.3168.3285,1000
0.66.3168.3286,1000
0.66.3169,1000
0.67,1000
0.68,1000
0.69,
0.69.2529,1000
0.69.2532,1000
0.70,1000
0.84,1000
0.85,1000
0.86,1000
0.89,1000
0.90,1000
0.93,1000
0.100,1000
0.103,1000
0.108,1000
0.110,1000
0.115,1000
0.116,1000
0.119,1000
0.120,1000
0.121,1000
0.122,1000
0.126,1000
0.129,1000
0.131,1000
0.134,1000
0.141,
0.49.77.144,
0.49.77.144.808,1000
0.49.77.144.809,1000
0.49.77.145,1000
0.146,1000
0.147,1000
0.156,1000
0.160,1000
0.161,1000
0.165,1000
0.166,
0.166.473,1000
0.166.474,1000
0.169,
0.169.238,
0.169.238.683,
0.169.238.683.1315,
0.169.238.683.1315.1334,
0.169.238.683.1315.1334.2256,1000
0.169.238.683.1315.1334.2257,1000
0.169.238.683.1315.1335,1000
0.169.238.683.1316,1000
0.169.238.685,1000
0.169.239,1000
0.170,1000
0.171,1000
0.172,1000
0.175,1000
0.179,1000
0.180,1000
0.186,1000
0.187,1000
0.193,1000
0.194,1000
0.195,
0.195.609,
0.195.609.1435,
0.195.609.1435.2585,1000
0.195.609.1435.2588,1000
0.195.609.1438,1000
0.195.610,1000
0.200,1000
0.207,1000
0.213,1000
0.214,1000
0.217,1000
0.218,1000
0.219,
0.219.831,
0.219.831.3413,1000
0.219.831.3418,1000
0.219.832,1000
0.220,1000
0.221,1000
0.222,
0.222.481,
0.222.481.695,
0.222.481.695.2349,1000
0.222.481.695.2351,1000
0.222.481.699,1000
0.222.482,1000
0.237,1000
0.246,1000
0.254,1000
0.255,
0.4.113.273,
0.4.113.273.300,1000
0.4.113.273.301,1000
0.4.113.274,1000
0.286,1000
0.287,
0.287.841,
0.287.841.925,
0.287.841.925.2235,1000
0.287.841.925.2236,1000
0.287.841.928,1000
0.287.842,
0.17.184.259.290,
0.17.184.259.290.1375,
0.17.184.259.290.1375.3778,1000
0.17.184.259.290.1375.3786,1000
0.17.184.259.290.1376,1000
0.17.184.259.291,1000
0.294,1000
0.295,1000
0.298,1000
0.299,1000
0.312,1000
0.323,1000
0.324,1000
0.327,1000
0.331,1000
0.332,1000
0.333,1000
0.334,1000
0.340,1000
0.341,
0.341.376,1000
0.341.377,1000
0.342,
0.342.839,
0.342.839.1660,
0.342.839.1660.1805,
0.342.839.1660.1805.3414,1000
0.342.839.1660.1805.3419,1000
0.342.839.1660.1807,1000
0.342.839.1663,1000
0.342.840,1000
0.343,
0.343.418,1000
0.343.419,1000
0.344,
0.344.378,1000
0.344.379,1000
0.345,1000
0.349,
0.349.1379,
0.349.1379.1400,1000
0.349.1379.1401,1000
0.349.1383,1000
0.350,
0.350.360,1000
0.350.362,1000
0.351,
0.351.361,1000
0.351.363,1000
0.352,1000
0.353,1000
0.356,1000
0.357,1000
0.366,1000
0.367,1000
0.368,1000
0.369,1000
0.370,1000
0.371,1000
0.372,1000
0.373,1000
0.374,1000
0.375,1000
0.382,1000
0.383,1000
0.384,1000
0.385,1000
0.386,1000
0.387,1000
0.388,
0.45.105.399,1000
0.45.105.401,1000
0.408,
0.408.674,
0.408.674.1166,
0.408.674.1166.1811,
0.408.674.1166.1811.3002,1000
0.408.674.1166.1811.3003,1000
0.408.674.1166.1813,1000
0.408.674.1167,1000
0.408.675,1000
0.409,1000
0.410,1000
0.411,1000
0.412,1000
0.414,1000
0.415,1000
0.416,1000
0.417,1000
0.422,1000
0.423,1000
0.424,1000
0.425,1000
0.426,1000
0.427,
0.16.132.392.428,1000
0.16.132.392.429,1000
0.434,1000
0.435,1000
0.442,1000
0.443,1000
0.444,1000
0.445,1000
0.451,1000
0.452,1000
0.453,1000
0.454,1000
0.455,1000
0.456,1000
0.457,1000
0.458,1000
0.459,1000
0.460,1000
0.461,1000
0.465,1000
0.466,1000
0.467,1000
0.468,
0.17.184.259.291.471,1000
0.17.184.259.291.472,1000
0.477,1000
0.478,1000
0.479,1000
0.480,1000
0.484,1000
0.485,1000
0.492,1000
0.493,1000
0.494,
0.494.2273,1000
0.494.2278,1000
0.495,
0.495.1350,1000
0.495.1352,1000
0.503,
0.56.216.508,
0.56.216.508.1582,1000
0.56.216.508.1583,1000
0.56.216.509,1000
0.512,1000
0.520,
0.520.1257,1000
0.520.1258,1000
0.521,1000
0.522,1000
0.523,1000
0.532,
0.51.88.538,
0.51.88.538.921,1000
0.51.88.538.922,1000
0.51.88.540,1000
0.542,
0.542.578,
0.542.578.938,
0.542.578.938.1968,1000
0.542.578.938.1972,1000
0.542.578.940,1000
0.542.581,1000
0.545,1000
0.547,
0.547.714,1000
0.547.715,1000
0.556,
0.28.114.557,
0.28.114.557.1849,
0.28.114.557.1849.3776,1000
0.28.114.557.1849.3784,1000
0.28.114.557.1850,1000
0.28.114.558,
0.28.114.558.1059,
0.28.114.558.1059.1161,
0.28.114.558.1059.1161.2271,1000
0.28.114.558.1059.1161.2276,1000
0.28.114.558.1059.1162,1000
0.28.114.558.1060,1000
0.1.96.559,
0.1.96.559.986,1000
0.1.96.559.987,1000
0.1.96.560,1000
0.561,1000
0.570,1000
0.571,
0.25.155.572,
0.25.155.572.1197,1000
0.25.155.572.1198,1000
0.25.155.573,1000
0.575,
0.59.568.576,
0.59.568.576.1433,1000
0.59.568.576.1434,1000
0.59.568.577,1000
0.584,1000
0.588,1000
0.589,1000
0.590,
0.590.1634,1000
0.590.1635,1000
0.593,1000
0.594,
0.594.1242,
0.594.1242.2493,1000
0.594.1242.2499,1000
0.594.1243,
0.16.132.392.429.599,1000
0.19.149.600,
0.19.149.600.1219,
0.19.149.600.1219.2183,1000
0.19.149.600.1219.2188,1000
0.19.149.600.1220,1000
0.19.149.602,
0.19.149.602.1269,
0.19.149.602.1269.2238,1000
0.19.149.602.1269.2245,1000
0.19.149.602.1271,
0.19.149.602.1271.3558,1000
0.19.149.602.1271.3566,1000
0.16.132.392.429.601,1000
0.605,1000
0.606,
0.4.113.274.607,
0.4.113.274.607.689,1000
0.4.113.274.607.690,1000
0.4.113.274.608,1000
0.9.163.612,
0.9.163.612.1357,
0.9.163.612.1357.1427,
0.9.163.612.1357.1427.2471,1000
0.9.163.612.1357.1427.2472,1000
0.9.163.612.1357.1428,1000
0.9.163.612.1359,1000
0.9.163.613,1000
