id,value
0,
0.1,
0.1.3,
0.1.3.7,
0.1.3.7.18,1000
0.1.3.7.19,1000
0.1.3.8,1000
0.1.4,1000
0.2,
0.2.5,
0.2.5.12,
0.2.5.12.28,1000
0.2.5.12.29,1000
0.2.5.13,1000
0.2.6,1000
0.15,1000
0.20,1000
0.25,
0.25.78,
0.25.78.84,
0.25.78.84.144,
0.25.78.84.144.176,1000
0.25.78.84.144.177,1000
0.25.78.84.145,1000
0.25.78.85,1000
0.25.79,
0.1.3.7.19.30,
0.1.3.7.19.30.32,
0.1.3.7.19.30.32.50,
0.1.3.7.19.30.32.50.58,
0.1.3.7.19.30.32.50.58.182,
0.1.3.7.19.30.32.50.58.182.748,
0.1.3.7.19.30.32.50.58.182.748.1528,
0.1.3.7.19.30.32.50.58.182.748.1528.2189,
0.1.3.7.19.30.32.50.58.182.748.1528.2189.2259,1000
0.1.3.7.19.30.32.50.58.182.748.1528.2189.2268,1000
0.1.3.7.19.30.32.50.58.182.748.1528.2194,1000
0.1.3.7.19.30.32.50.58.182.748.1534,1000
0.1.3.7.19.30.32.50.58.182.749,1000
0.1.3.7.19.30.32.50.58.183,1000
0.1.3.7.19.30.32.50.59,1000
0.1.3.7.19.30.32.51,1000
0.1.3.7.19.30.33,1000
0.1.3.7.19.31,
0.1.3.7.19.31.54,
0.1.3.7.19.31.54.94,
0.1.3.7.19.31.54.94.123,1000
0.1.3.7.19.31.54.94.124,1000
0.1.3.7.19.31.54.95,1000
0.1.3.7.19.31.55,1000
0.2.5.12.29.34,
0.2.5.12.29.34.40,
0.2.5.12.29.34.40.45,
0.2.5.12.29.34.40.45.60,
0.2.5.12.29.34.40.45.60.96,
0.2.5.12.29.34.40.45.60.96.163,1000
0.2.5.12.29.34.40.45.60.96.164,1000
0.2.5.12.29.34.40.45.60.97,1000
0.2.5.12.29.34.40.45.61,1000
0.2.5.12.29.34.40.46,1000
0.2.5.12.29.34.41,1000
0.2.5.12.29.35,1000
0.36,
0.1.3.8.37,
0.1.3.8.37.65,
0.1.3.8.37.65.125,
0.1.3.8.37.65.125.141,1000
0.1.3.8.37.65.125.142,1000
0.1.3.8.37.65.126,1000
0.1.3.8.37.66,1000
0.1.3.8.38,1000
0.39,
0.39.99,
0.39.99.202,
0.39.99.202.284,1000
0.39.99.202.285,1000
0.39.99.206,1000
0.39.100,
0.39.100.157,
0.39.100.157.220,
0.39.100.157.220.356,1000
0.39.100.157.220.358,1000
0.39.100.157.221,1000
0.39.100.158,
0.39.100.158.171,1000
0.39.100.158.172,
0.39.100.158.172.263,
0.39.100.158.172.263.743,
0.39.100.158.172.263.743.821,
0.39.100.158.172.263.743.821.1721,1000
0.39.100.158.172.263.743.821.1725,1000
0.39.100.158.172.263.743.823,1000
0.39.100.158.172.263.744,1000
0.39.100.158.172.264,1000
0.2.5.13.52,1000
0.2.5.13.53,
0.2.5.13.53.91,
0.2.5.13.53.91.116,
0.2.5.13.53.91.116.137,
0.2.5.13.53.91.116.137.148,1000
0.2.5.13.53.91.116.137.149,1000
0.2.5.13.53.91.116.138,1000
0.2.5.13.53.91.117,1000
0.2.5.13.53.92,
0.2.5.13.53.92.150,
0.2.5.13.53.92.150.154,1000
0.2.5.13.53.92.150.155,1000
0.2.5.13.53.92.151,
0.1.3.7.19.30.33.56,
0.1.3.7.19.30.33.56.62,
0.1.3.7.19.30.33.56.62.72,1000
0.1.3.7.19.30.33.56.62.73,1000
0.1.3.7.19.30.33.56.63,1000
0.1.3.7.19.30.33.57,1000
0.1.3.8.38.67,1000
0.1.3.8.38.68,
0.1.3.8.38.68.130,1000
0.1.3.8.38.68.131,
0.1.3.8.38.68.131.373,
0.1.3.8.38.68.131.373.699,
0.1.3.8.38.68.131.373.699.1101,1000
0.1.3.8.38.68.131.373.699.1103,1000
0.1.3.8.38.68.131.373.700,1000
0.1.3.8.38.68.131.375,
0.1.3.8.38.68.131.375.464,
0.1.3.8.38.68.131.375.464.674,1000
0.1.3.8.38.68.131.375.464.675,1000
0.1.3.8.38.68.131.375.465,1000
0.1.3.7.19.31.55.69,1000
0.1.3.7.19.31.55.70,
0.1.3.7.19.31.55.70.82,
0.1.3.7.19.31.55.70.82.105,
0.1.3.7.19.31.55.70.82.105.114,1000
0.1.3.7.19.31.55.70.82.105.115,1000
0.1.3.7.19.31.55.70.82.106,1000
0.1.3.7.19.31.55.70.83,1000
0.25.78.85.89,
0.25.78.85.89.139,
0.25.78.85.89.139.196,
0.25.78.85.89.139.196.438,
0.25.78.85.89.139.196.438.1328,1000
0.25.78.85.89.139.196.438.1330,1000
0.25.78.85.89.139.196.439,1000
0.25.78.85.89.139.197,1000
0.25.78.85.89.140,1000
0.25.78.85.90,
0.25.78.85.90.226,
0.25.78.85.90.226.498,
0.25.78.85.90.226.498.542,
0.25.78.85.90.226.498.542.559,
0.25.78.85.90.226.498.542.559.583,1000
0.25.78.85.90.226.498.542.559.584,1000
0.25.78.85.90.226.498.542.560,1000
0.25.78.85.90.226.498.543,1000
0.25.78.85.90.226.500,1000
0.25.78.85.90.227,
0.1.3.7.19.30.33.56.62.73.101,
0.1.3.7.19.30.33.56.62.73.101.107,1000
0.1.3.7.19.30.33.56.62.73.101.108,1000
0.1.3.7.19.30.33.56.62.73.102,1000
0.2.5.12.29.34.40.45.61.103,
0.2.5.12.29.34.40.45.61.103.167,
0.2.5.12.29.34.40.45.61.103.167.322,
0.2.5.12.29.34.40.45.61.103.167.322.389,1000
0.2.5.12.29.34.40.45.61.103.167.322.390,1000
0.2.5.12.29.34.40.45.61.103.167.323,1000
0.2.5.12.29.34.40.45.61.103.168,1000
0.2.5.12.29.34.40.45.61.104,1000
0.1.3.7.19.30.33.57.112,
0.1.3.7.19.30.33.57.112.180,
0.1.3.7.19.30.33.57.112.180.297,1000
0.1.3.7.19.30.33.57.112.180.299,1000
0.1.3.7.19.30.33.57.112.181,1000
0.1.3.7.19.30.33.57.113,1000
0.1.3.7.19.31.54.95.121,
0.1.3.7.19.31.54.95.121.152,
0.1.3.7.19.31.54.95.121.152.201,
0.1.3.7.19.31.54.95.121.152.201.387,
0.1.3.7.19.31.54.95.121.152.201.387.405,1000
0.1.3.7.19.31.54.95.121.152.201.387.410,1000
0.1.3.7.19.31.54.95.121.152.201.388,1000
0.1.3.7.19.31.54.95.121.152.205,1000
0.1.3.7.19.31.54.95.121.153,1000
0.1.3.7.19.31.54.95.122,
0.1.3.7.19.31.54.95.122.203,
0.1.3.7.19.31.54.95.122.203.210,
0.1.3.7.19.31.54.95.122.203.210.441,1000
0.1.3.7.19.31.54.95.122.203.210.442,1000
0.1.3.7.19.31.54.95.122.203.211,1000
0.1.3.7.19.31.54.95.122.207,
0.1.3.7.19.31.54.95.122.207.256,
0.1.3.7.19.31.54.95.122.207.256.476,
0.1.3.7.19.31.54.95.122.207.256.476.597,
0.1.3.7.19.31.54.95.122.207.256.476.597.1968,1000
0.1.3.7.19.31.54.95.122.207.256.476.597.1973,1000
0.1.3.7.19.31.54.95.122.207.256.476.599,1000
0.1.3.7.19.31.54.95.122.207.256.477,1000
0.1.3.7.19.31.54.95.122.207.257,1000
0.1.3.7.19.31.54.94.124.127,1000
0.1.3.7.19.31.54.94.124.128,1000
0.129,
0.1.3.7.19.31.55.70.83.132,1000
0.1.3.7.19.31.55.70.83.133,1000
0.1.3.8.37.66.134,
0.1.3.8.37.66.134.193,
0.1.3.8.37.66.134.193.243,1000
0.1.3.8.37.66.134.193.244,1000
0.1.3.8.37.66.134.194,1000
0.1.3.8.37.66.135,1000
0.156,
0.156.214,
0.156.214.436,
0.156.214.436.455,
0.156.214.436.455.553,
0.156.214.436.455.553.1271,
0.156.214.436.455.553.1271.1436,1000
0.156.214.436.455.553.1271.1439,1000
0.156.214.436.455.553.1273,1000
0.156.214.436.455.555,1000
0.156.214.436.458,1000
0.156.214.437,1000
0.156.215,
0.2.5.12.29.34.41.160,1000
0.2.5.12.29.34.41.161,
0.2.5.12.29.34.40.45.61.104.165,
0.2.5.12.29.34.40.45.61.104.165.288,
0.2.5.12.29.34.40.45.61.104.165.288.302,
0.2.5.12.29.34.40.45.61.104.165.288.302.331,1000
0.2.5.12.29.34.40.45.61.104.165.288.302.333,1000
0.2.5.12.29.34.40.45.61.104.165.288.303,1000
0.2.5.12.29.34.40.45.61.104.165.289,1000
0.2.5.12.29.34.40.45.61.104.166,
0.2.5.12.29.34.40.45.61.104.166.279,1000
0.2.5.12.29.34.40.45.61.104.166.280,
0.2.5.12.29.34.40.45.61.104.166.280.294,
0.2.5.12.29.34.40.45.61.104.166.280.294.513,1000
0.2.5.12.29.34.40.45.61.104.166.280.294.517,1000
0.2.5.12.29.34.40.45.61.104.166.280.295,1000
0.1.3.7.19.30.33.56.62.73.102.173,
0.1.3.7.19.30.33.56.62.73.102.173.729,1000
0.1.3.7.19.30.33.56.62.73.102.173.730,1000
0.1.3.7.19.30.33.56.62.73.102.174,
0.1.3.7.19.30.33.56.62.73.101.108.178,
0.1.3.7.19.30.33.56.62.73.101.108.178.190,
0.1.3.7.19.30.33.56.62.73.101.108.178.190.312,1000
0.1.3.7.19.30.33.56.62.73.101.108.178.190.313,1000
0.1.3.7.19.30.33.56.62.73.101.108.178.192,1000
0.1.3.7.19.30.33.56.62.73.101.108.179,1000
0.186,
0.25.78.84.144.177.187,1000
0.25.78.84.144.177.188,
0.1.3.7.19.30.33.56.62.73.101.108.179.189,
0.1.3.7.19.30.33.56.62.73.101.108.179.189.286,
0.1.3.7.19.30.33.56.62.73.101.108.179.189.286.309,
0.1.3.7.19.30.33.56.62.73.101.108.179.189.286.309.366,
0.1.3.7.19.30.33.56.62.73.101.108.179.189.286.309.366.384,1000
0.1.3.7.19.30.33.56.62.73.101.108.179.189.286.309.366.386,1000
0.1.3.7.19.30.33.56.62.73.101.108.179.189.286.309.368,1000
0.1.3.7.19.30.33.56.62.73.101.108.179.189.286.310,1000
0.1.3.7.19.30.33.56.62.73.101.108.179.189.287,1000
0.1.3.7.19.30.33.56.62.73.101.108.179.191,1000
0.1.3.7.19.31.54.95.121.153.198,
0.1.3.7.19.31.54.95.121.153.198.274,1000
0.1.3.7.19.31.54.95.121.153.198.275,1000
0.1.3.7.19.31.54.95.121.153.199,
0.1.3.7.19.31.54.95.121.153.199.407,
0.1.3.7.19.31.54.95.121.153.199.407.775,
0.1.3.7.19.31.54.95.121.153.199.407.775.1599,1000
0.1.3.7.19.31.54.95.121.153.199.407.775.1602,1000
0.1.3.7.19.31.54.95.121.153.199.407.779,1000
0.1.3.7.19.31.54.95.121.153.199.412,
0.1.3.7.19.31.54.95.121.153.199.412.854,
0.1.3.7.19.31.54.95.121.153.199.412.854.910,1000
0.1.3.7.19.31.54.95.121.153.199.412.854.913,1000
0.1.3.7.19.31.54.95.121.153.199.412.856,1000
0.2.5.12.29.34.40.45.61.103.168.204,1000
0.2.5.12.29.34.40.45.61.103.168.208,1000
0.209,
0.209.265,
0.209.265.325,
0.209.265.325.355,1000
0.209.265.325.357,1000
0.209.265.326,1000
0.209.266,
0.209.266.291,1000
0.209.266.292,
0.2.5.13.53.91.116.138.216,
0.2.5.13.53.91.116.138.216.349,1000
0.2.5.13.53.91.116.138.216.350,1000
0.2.5.13.53.91.116.138.217,
0.2.5.12.29.34.40.45.60.97.218,
0.2.5.12.29.34.40.45.60.97.218.235,
0.2.5.12.29.34.40.45.60.97.218.235.241,
0.2.5.12.29.34.40.45.60.97.218.235.241.343,
0.2.5.12.29.34.40.45.60.97.218.235.241.343.607,
0.2.5.12.29.34.40.45.60.97.218.235.241.343.607.892,1000
0.2.5.12.29.34.40.45.60.97.218.235.241.343.607.895,1000
0.2.5.12.29.34.40.45.60.97.218.235.241.343.608,1000
0.2.5.12.29.34.40.45.60.97.218.235.241.345,1000
0.2.5.12.29.34.40.45.60.97.218.235.242,1000
0.2.5.12.29.34.40.45.60.97.218.237,1000
0.2.5.12.29.34.40.45.60.97.219,1000
0.1.3.8.37.65.125.142.222,1000
0.1.3.8.37.65.125.142.223,1000
0.1.3.8.37.66.135.224,
0.1.3.8.37.66.135.224.507,1000
0.1.3.8.37.66.135.224.508,1000
0.1.3.8.37.66.135.225,
0.1.3.8.37.66.135.225.905,
0.1.3.8.37.66.135.225.905.1561,
0.1.3.8.37.66.135.225.905.1561.1716,1000
0.1.3.8.37.66.135.225.905.1561.1719,1000
0.1.3.8.37.66.135.225.905.1562,1000
0.1.3.8.37.66.135.225.907,
0.1.3.8.37.66.135.225.907.1986,1000
0.1.3.8.37.66.135.225.907.1988,
0.1.3.8.37.66.135.225.907.1988.2013,1000
0.1.3.8.37.66.135.225.907.1988.2018,
0.1.3.8.37.66.135.225.907.1988.2018.2179,1000
0.1.3.8.37.66.135.225.907.1988.2018.2183,1000
0.1.3.7.19.30.32.50.58.183.228,
0.1.3.7.19.30.32.50.58.183.228.568,
0.1.3.7.19.30.32.50.58.183.228.568.1110,1000
0.1.3.7.19.30.32.50.58.183.228.568.1112,1000
0.1.3.7.19.30.32.50.58.183.228.569,1000
0.1.3.7.19.30.32.50.58.183.229,1000
0.2.5.13.53.91.116.137.149.230,
0.2.5.13.53.91.116.137.149.230.510,
0.2.5.13.53.91.116.137.149.230.510.859,1000
0.2.5.13.53.91.116.137.149.230.510.860,1000
0.2.5.13.53.91.116.137.149.230.514,1000
0.2.5.13.53.91.116.137.149.231,1000
0.25.78.84.145.232,
0.25.78.84.145.232.234,
0.25.78.84.145.232.234.344,
0.25.78.84.145.232.234.344.488,
0.25.78.84.145.232.234.344.488.890,1000
0.25.78.84.145.232.234.344.488.893,1000
0.25.78.84.145.232.234.344.490,1000
0.25.78.84.145.232.234.346,1000
0.25.78.84.145.232.236,1000
0.25.78.84.145.233,
0.1.3.7.19.30.32.50.58.183.229.238,1000
