id,value
0,
0.1,
0.1.178,1000
0.1.179,1000
0.2,1000
0.3,
0.3.137,1000
0.3.139,1000
0.4,
0.4.70,1000
0.4.72,1000
0.5,
0.5.346,1000
0.5.349,1000
0.6,
0.6.169,
0.6.169.385,1000
0.6.169.386,1000
0.6.171,1000
0.7,
0.7.81,
0.7.81.296,1000
0.7.81.297,1000
0.7.83,1000
0.8,
0.8.75,1000
0.8.77,1000
0.9,1000
0.10,1000
0.11,1000
0.12,
0.12.184,1000
0.12.186,1000
0.13,
0.13.246,1000
0.13.253,1000
0.14,1000
0.15,
0.15.79,
0.15.79.248,1000
0.15.79.255,1000
0.15.80,1000
0.16,
0.16.216,1000
0.16.217,1000
0.17,1000
0.18,
0.18.90,1000
0.18.93,1000
0.19,
0.19.150,1000
0.19.152,1000
0.20,
0.20.158,1000
0.20.159,1000
0.21,
0.21.82,
0.21.82.311,1000
0.21.82.312,1000
0.21.84,1000
0.22,
0.22.111,
0.22.111.322,1000
0.22.111.323,1000
0.22.113,1000
0.23,
0.23.96,1000
0.23.99,1000
0.24,1000
0.25,1000
0.26,1000
0.27,
0.27.97,1000
0.27.100,1000
0.28,
0.28.180,1000
0.28.182,1000
0.29,
0.29.138,1000
0.29.140,1000
0.30,1000
0.31,
0.31.142,1000
0.31.144,1000
0.32,
0.32.232,1000
0.32.233,1000
0.33,
0.33.126,1000
0.33.129,1000
0.34,1000
0.35,1000
0.36,
0.36.106,1000
0.36.107,1000
0.37,
0.37.151,1000
0.37.153,1000
0.38,
0.38.98,1000
0.38.101,1000
0.39,
0.39.143,1000
0.39.145,1000
0.40,1000
0.41,
0.41.229,1000
0.41.230,1000
0.42,1000
0.43,
0.43.91,
0.43.91.273,1000
0.43.91.274,1000
0.43.94,1000
0.44,
0.44.92,
0.44.92.281,1000
0.44.92.282,1000
0.44.95,1000
0.45,1000
0.46,
0.46.214,1000
0.46.215,1000
0.47,
0.47.372,1000
0.47.373,1000
0.48,
0.48.170,1000
0.48.172,1000
0.49,
0.49.118,
0.49.118.225,1000
0.49.118.227,1000
0.49.119,1000
0.50,
0.50.185,
0.50.185.347,1000
0.50.185.350,1000
0.50.187,1000
0.51,
0.51.203,1000
0.51.205,1000
0.52,
0.52.267,1000
0.52.270,1000
0.53,
0.53.127,
0.53.127.317,1000
0.53.127.319,1000
0.53.130,1000
0.54,1000
0.55,
0.55.204,1000
0.55.206,1000
0.56,1000
0.57,
0.57.313,1000
0.57.314,1000
0.58,1000
0.59,
0.59.124,1000
0.59.125,1000
0.60,
0.60.332,1000
0.60.335,1000
0.61,
0.61.292,1000
0.61.295,1000
0.62,
0.62.112,
0.62.112.251,1000
0.62.112.258,1000
0.62.114,1000
0.63,1000
0.64,
0.64.76,
0.64.76.196,1000
0.64.76.197,1000
0.64.78,1000
0.65,
0.65.154,
0.65.154.341,1000
0.65.154.342,1000
0.65.155,1000
0.66,1000
0.67,
0.67.71,
0.67.71.181,1000
0.67.71.183,1000
0.67.73,1000
0.68,
0.68.221,1000
0.68.222,1000
0.69,1000
0.74,1000
0.85,
0.85.166,1000
0.85.167,1000
0.86,1000
0.87,1000
0.88,1000
0.89,1000
0.102,1000
0.103,1000
0.104,1000
0.105,
0.105.263,1000
0.105.264,1000
0.108,1000
0.109,1000
0.110,1000
0.115,1000
0.116,
0.116.291,1000
0.116.294,1000
0.117,
0.117.287,1000
0.117.288,1000
0.120,1000
0.121,
0.121.128,
0.121.128.176,
0.121.128.176.364,1000
0.121.128.176.365,1000
0.121.128.177,1000
0.121.131,1000
0.122,1000
0.123,1000
0.132,1000
0.133,1000
0.134,1000
0.135,1000
0.136,1000
0.141,1000
0.146,1000
0.147,1000
0.148,1000
0.149,1000
0.156,1000
0.157,
0.157.379,
0.157.379.383,1000
0.157.379.384,1000
0.157.381,1000
0.160,1000
0.161,1000
0.162,1000
0.163,1000
0.164,
0.164.212,1000
0.164.213,1000
0.165,1000
0.168,1000
0.173,1000
0.174,1000
0.175,1000
0.188,1000
0.189,
0.67.73.190,1000
0.67.73.191,1000
0.192,1000
0.193,
0.193.236,1000
0.193.237,1000
0.194,1000
0.195,
0.195.370,
0.195.370.387,1000
0.195.370.388,1000
0.195.371,1000
0.198,1000
0.199,1000
0.200,
0.200.266,1000
0.200.269,1000
0.201,1000
0.202,1000
0.207,1000
0.208,1000
0.209,
0.209.394,1000
0.209.395,1000
0.210,1000
0.211,
0.49.119.218,1000
0.49.119.219,1000
0.220,1000
0.223,
0.4.72.224,1000
0.4.72.226,1000
0.228,1000
0.231,
0.231.252,1000
0.231.259,1000
0.234,1000
0.235,1000
0.238,
0.238.290,1000
0.238.293,1000
0.239,1000
0.240,
0.7.83.241,1000
0.7.83.242,1000
0.243,1000
0.244,
0.244.301,1000
0.244.302,1000
0.245,
0.15.80.247,1000
0.15.80.254,1000
0.21.84.249,1000
0.21.84.256,1000
0.43.94.250,
0.43.94.250.277,1000
0.43.94.250.278,1000
0.43.94.257,1000
0.260,
0.260.391,1000
0.260.392,1000
0.261,1000
0.262,
0.18.93.265,1000
0.18.93.268,1000
0.272,1000
0.275,1000
0.276,1000
0.279,1000
0.280,1000
0.283,1000
0.284,1000
0.298,1000
0.299,1000
0.300,1000
0.303,
0.62.114.304,1000
0.62.114.305,1000
0.3.139.306,1000
0.3.139.308,1000
0.36.107.307,1000
0.36.107.309,1000
0.310,1000
0.315,
0.44.95.316,1000
0.44.95.318,1000
0.320,1000
0.321,1000
0.324,1000
0.325,
0.31.144.326,1000
0.31.144.327,1000
0.328,
0.328.396,1000
0.328.397,1000
0.329,
0.85.167.333,1000
0.85.167.336,1000
0.65.155.334,1000
0.65.155.337,1000
0.339,1000
0.340,1000
0.343,1000
0.344,1000
0.345,1000
0.352,
0.53.130.353,1000
0.53.130.354,1000
0.355,1000
0.356,1000
0.357,1000
0.358,1000
0.359,
0.19.152.360,1000
0.19.152.361,1000
0.362,1000
0.363,1000
0.366,1000
0.367,1000
0.368,1000
0.369,1000
0.374,1000
0.375,1000
0.376,1000
0.377,
0.51.205.378,1000
0.51.205.380,1000
0.382,
0.20.159.389,1000
0.20.159.390,1000
0.393,1000
